"MO",2026-05-06 09:54:00,99.7043,1015.15,99.652,99.7557
"MO",2026-05-06 09:54:00,99.6196,1172.72,99.552,99.676
"MO",2026-05-06 09:54:01,100.104,1020.45,100.039,100.166
"MO",2026-05-06 09:54:01,100.317,1137.67,100.265,100.374
"MO",2026-05-06 09:54:02,99.6329,1021.11,99.5821,99.6902
"MO",2026-05-06 09:54:02,99.7808,1159.42,99.7278,99.8371
"MO",2026-05-06 09:54:03,100.049,1176.83,99.9865,100.112
"MO",2026-05-06 09:54:03,99.8857,1035.35,99.8268,99.9377
"MO",2026-05-06 09:54:04,100.307,1194.31,100.254,100.359
"MO",2026-05-06 09:54:04,100.339,1133.3,100.288,100.407
"MO",2026-05-06 09:54:05,99.6478,1065.71,99.5934,99.705
"MO",2026-05-06 09:54:05,99.74,1191.96,99.6871,99.8072
"MO",2026-05-06 09:54:06,100.051,1002.88,99.9903,100.103
"MO",2026-05-06 09:54:06,99.6849,1063.73,99.6293,99.7382
"MO",2026-05-06 09:54:07,99.6613,1199.21,99.6048,99.7186
"MO",2026-05-06 09:54:07,99.7812,1151.75,99.7289,99.8332
"MO",2026-05-06 09:54:08,99.895,1009.82,99.8448,99.9611
"MO",2026-05-06 09:54:08,100.345,1139.23,100.285,100.4
"MO",2026-05-06 09:54:09,100.293,1044.27,100.242,100.352
"MO",2026-05-06 09:54:09,100.183,1195.27,100.117,100.234
"MO",2026-05-06 09:54:10,100.193,1153.71,100.124,100.262
"MO",2026-05-06 09:54:10,99.8587,1169.26,99.8039,99.9217
"MO",2026-05-06 09:54:11,100.224,1135.13,100.158,100.282
"MO",2026-05-06 09:54:11,99.9948,1115.18,99.941,100.058
"MO",2026-05-06 09:54:12,100.099,1000.56,100.038,100.152
"MO",2026-05-06 09:54:12,99.9741,1042.28,99.9188,100.025
"MO",2026-05-06 09:54:13,100.206,1027.32,100.14,100.274
"MO",2026-05-06 09:54:13,100.202,1021.54,100.145,100.252
"MO",2026-05-06 09:54:14,100.118,1153.7,100.057,100.169
"MO",2026-05-06 09:54:14,100.21,1173.48,100.149,100.265
"MO",2026-05-06 09:54:15,99.8151,1032.38,99.7521,99.8723
"MO",2026-05-06 09:54:15,100.158,1141.36,100.099,100.221
"MO",2026-05-06 09:54:16,99.6979,1197.63,99.6284,99.7512
"MO",2026-05-06 09:54:16,100.033,1189.15,99.9805,100.092
"MO",2026-05-06 09:54:17,100.046,1183.65,99.9915,100.105
"MO",2026-05-06 09:54:17,99.7429,1192.07,99.6833,99.8015
"MO",2026-05-06 09:54:18,99.6909,1007.4,99.6285,99.7434
"MO",2026-05-06 09:54:18,99.7846,1021.51,99.7283,99.8475
"MO",2026-05-06 09:54:19,99.9391,1093.05,99.8862,99.9992
"MO",2026-05-06 09:54:19,100.078,1010.42,100.026,100.147
"MO",2026-05-06 09:54:20,100.141,1125.91,100.081,100.192
"MO",2026-05-06 09:54:20,100.046,1185.49,99.9925,100.113
"MO",2026-05-06 09:54:21,100.235,1176.3,100.177,100.301
"MO",2026-05-06 09:54:21,99.7295,1014.8,99.6607,99.787
"MO",2026-05-06 09:54:22,100.313,1080.06,100.247,100.373
"MO",2026-05-06 09:54:22,99.6173,1152.44,99.5612,99.6821
"MO",2026-05-06 09:54:23,99.8228,1125.06,99.761,99.885
"MO",2026-05-06 09:54:23,100.352,1185.92,100.293,100.408
"MO",2026-05-06 09:54:24,99.6382,1032.02,99.579,99.7042
"MO",2026-05-06 09:54:24,99.7391,1080.37,99.6828,99.7997
"MO",2026-05-06 09:54:25,99.6925,1078.43,99.6414,99.7507
"MO",2026-05-06 09:54:25,100.184,1014.99,100.131,100.251
"MO",2026-05-06 09:54:26,99.7587,1179.39,99.6967,99.8197
"MO",2026-05-06 09:54:26,100.151,1016.18,100.099,100.216
"MO",2026-05-06 09:54:27,100.044,1007.83,99.9812,100.096
"MO",2026-05-06 09:54:27,99.7311,1072.69,99.6735,99.7836
"MO",2026-05-06 09:54:28,100.35,1086.94,100.288,100.417
"MO",2026-05-06 09:54:28,100.317,1193.85,100.263,100.369
"MO",2026-05-06 09:54:29,99.6758,1167.59,99.6177,99.7284
"MO",2026-05-06 09:54:29,99.697,1051.16,99.6369,99.7607
"MO",2026-05-06 09:54:30,99.7953,1025.27,99.7329,99.8589
"MO",2026-05-06 09:54:30,99.9682,1165.6,99.916,100.029
"MO",2026-05-06 09:54:31,100.135,1107.83,100.083,100.201
"MO",2026-05-06 09:54:31,99.9688,1196.64,99.9153,100.033
"MO",2026-05-06 09:54:32,99.7932,1108.11,99.7421,99.8474
"MO",2026-05-06 09:54:32,100.061,1012.31,100.003,100.127
"MO",2026-05-06 09:54:33,99.7023,1000.13,99.6504,99.7592
"MO",2026-05-06 09:54:33,100.355,1016.97,100.3,100.418
"MO",2026-05-06 09:54:34,100.343,1025.3,100.285,100.407
"MO",2026-05-06 09:54:34,99.7178,1038.85,99.6526,99.769
"MO",2026-05-06 09:54:35,99.9987,1025.1,99.9472,100.054
"MO",2026-05-06 09:54:35,100.147,1027.07,100.087,100.212
